dayOfWeek,isWeekend,isHoliday,sessionCount,deepWorkMinutes,calendarEventCount,workload_score,is_high_intensity,is_very_productive,day_category,estimated_duration,sessions_x_deepwork,deepwork_per_session,sessionCount_sq,deepwork_ratio,is_monday,is_friday,category,category_name,startHour,endHour
6,0,0,6,209,4,200.9,1,0,0,12.0,12.54,29.857142857142858,36,0.4354166666666667,0,1,1,🌅 Early-Midday (6am-2pm),9,14
5,0,0,2,155,3,75.5,0,0,0,12.0,3.1,51.666666666666664,4,0.3229166666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
2,0,0,3,40,2,94.0,0,0,0,12.0,1.2,10.0,9,0.08333333333333333,1,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
6,0,0,2,97,3,69.7,0,0,0,12.0,1.94,32.333333333333336,4,0.20208333333333334,0,1,2,🌆 Afternoon-Evening (3pm-8pm),16,23
6,0,0,4,151,1,135.1,0,0,0,12.0,6.04,30.2,16,0.3145833333333333,0,1,2,🌆 Afternoon-Evening (3pm-8pm),20,23
2,0,0,6,357,4,215.7,1,0,0,12.0,21.42,51.0,36,0.74375,1,0,1,🌅 Early-Midday (6am-2pm),9,14
3,0,0,7,214,3,231.4,1,0,0,12.0,14.98,26.75,49,0.44583333333333336,0,0,1,🌅 Early-Midday (6am-2pm),10,16
5,0,0,10,411,7,341.1,1,1,0,12.0,41.1,37.36363636363637,100,0.85625,0,0,1,🌅 Early-Midday (6am-2pm),3,8
5,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
4,0,0,5,137,2,163.7,0,0,0,12.0,6.85,22.833333333333332,25,0.28541666666666665,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,21
6,0,0,4,141,3,134.1,0,0,0,12.0,5.64,28.2,16,0.29375,0,1,2,🌆 Afternoon-Evening (3pm-8pm),17,23
5,0,0,2,109,2,70.9,0,0,0,12.0,2.18,36.333333333333336,4,0.22708333333333333,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
4,0,0,4,73,3,127.3,0,0,0,12.0,2.92,14.6,16,0.15208333333333332,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
4,0,0,4,117,1,131.7,0,0,0,12.0,4.68,23.4,16,0.24375,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
3,0,0,12,281,6,388.1,1,1,0,12.0,33.72,21.615384615384617,144,0.5854166666666667,0,0,1,🌅 Early-Midday (6am-2pm),5,10
5,0,0,5,187,3,168.7,1,0,0,12.0,9.35,31.166666666666668,25,0.38958333333333334,0,0,1,🌅 Early-Midday (6am-2pm),13,18
4,0,0,12,264,8,386.4,1,1,0,12.0,31.68,20.307692307692307,144,0.55,0,0,1,🌅 Early-Midday (6am-2pm),6,12
3,0,0,3,70,2,97.0,0,0,0,12.0,2.1,17.5,9,0.14583333333333334,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
3,0,0,9,281,4,298.1,1,1,0,12.0,25.29,28.1,81,0.5854166666666667,0,0,1,🌅 Early-Midday (6am-2pm),8,15
6,0,0,5,201,3,170.1,1,0,0,12.0,10.05,33.5,25,0.41875,0,1,1,🌅 Early-Midday (6am-2pm),11,17
3,0,0,11,349,7,364.9,1,1,0,12.0,38.39,29.083333333333332,121,0.7270833333333333,0,0,1,🌅 Early-Midday (6am-2pm),1,8
2,0,0,3,158,3,105.8,0,0,0,12.0,4.74,39.5,9,0.32916666666666666,1,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
4,0,0,8,188,4,258.8,1,0,0,12.0,15.04,20.88888888888889,64,0.39166666666666666,0,0,1,🌅 Early-Midday (6am-2pm),8,18
5,0,0,11,246,7,354.6,1,1,0,12.0,27.06,20.5,121,0.5125,0,0,1,🌅 Early-Midday (6am-2pm),1,7
3,0,0,8,437,8,283.7,1,1,0,12.0,34.96,48.55555555555556,64,0.9104166666666667,0,0,1,🌅 Early-Midday (6am-2pm),5,11
5,0,0,2,167,1,76.7,0,0,0,12.0,3.34,55.666666666666664,4,0.34791666666666665,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
5,0,0,7,244,5,234.4,1,1,0,12.0,17.08,30.5,49,0.5083333333333333,0,0,1,🌅 Early-Midday (6am-2pm),11,20
6,0,0,8,435,8,283.5,1,1,0,12.0,34.8,48.333333333333336,64,0.90625,0,1,1,🌅 Early-Midday (6am-2pm),4,13
6,0,0,10,257,8,325.7,1,1,0,12.0,25.7,23.363636363636363,100,0.5354166666666667,0,1,1,🌅 Early-Midday (6am-2pm),3,8
4,0,0,3,143,2,104.3,0,0,0,12.0,4.29,35.75,9,0.29791666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
4,0,0,2,92,3,69.2,0,0,0,12.0,1.84,30.666666666666668,4,0.19166666666666668,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
4,0,0,5,129,4,162.9,0,0,0,12.0,6.45,21.5,25,0.26875,0,0,1,🌅 Early-Midday (6am-2pm),14,19
2,0,0,12,439,6,403.9,1,1,0,12.0,52.68,33.76923076923077,144,0.9145833333333333,1,0,1,🌅 Early-Midday (6am-2pm),3,7
3,0,0,2,112,3,71.2,0,0,0,12.0,2.24,37.333333333333336,4,0.23333333333333334,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
5,0,0,8,291,2,269.1,1,1,0,12.0,23.28,32.333333333333336,64,0.60625,0,0,1,🌅 Early-Midday (6am-2pm),9,18
2,0,0,11,398,8,369.8,1,1,0,12.0,43.78,33.166666666666664,121,0.8291666666666667,1,0,1,🌅 Early-Midday (6am-2pm),6,14
2,0,0,4,102,1,130.2,0,0,0,12.0,4.08,20.4,16,0.2125,1,0,1,🌅 Early-Midday (6am-2pm),14,21
4,0,0,8,328,3,272.8,1,1,0,12.0,26.24,36.44444444444444,64,0.6833333333333333,0,0,1,🌅 Early-Midday (6am-2pm),2,12
5,0,0,3,173,2,107.3,0,0,0,12.0,5.19,43.25,9,0.36041666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,22
2,0,0,8,259,4,265.9,1,1,0,12.0,20.72,28.77777777777778,64,0.5395833333333333,1,0,1,🌅 Early-Midday (6am-2pm),8,16
5,0,0,11,424,4,372.4,1,1,0,12.0,46.64,35.333333333333336,121,0.8833333333333333,0,0,1,🌅 Early-Midday (6am-2pm),4,10
4,0,0,7,268,7,236.8,1,1,0,12.0,18.76,33.5,49,0.5583333333333333,0,0,1,🌅 Early-Midday (6am-2pm),3,12
6,0,0,10,313,5,331.3,1,1,0,12.0,31.3,28.454545454545453,100,0.6520833333333333,0,1,1,🌅 Early-Midday (6am-2pm),4,12
6,0,0,7,253,4,235.3,1,1,0,12.0,17.71,31.625,49,0.5270833333333333,0,1,1,🌅 Early-Midday (6am-2pm),11,15
5,0,0,7,391,5,249.1,1,1,0,12.0,27.37,48.875,49,0.8145833333333333,0,0,1,🌅 Early-Midday (6am-2pm),7,15
6,0,0,3,128,2,102.8,0,0,0,12.0,3.84,32.0,9,0.26666666666666666,0,1,2,🌆 Afternoon-Evening (3pm-8pm),19,23
5,0,0,7,225,5,232.5,1,0,0,12.0,15.75,28.125,49,0.46875,0,0,1,🌅 Early-Midday (6am-2pm),11,20
6,0,0,9,448,8,314.8,1,1,0,12.0,40.32,44.8,81,0.9333333333333333,0,1,1,🌅 Early-Midday (6am-2pm),5,15
2,0,0,3,93,3,99.3,0,0,0,12.0,2.79,23.25,9,0.19375,1,0,2,🌆 Afternoon-Evening (3pm-8pm),18,23
6,0,0,5,164,3,166.4,0,0,0,12.0,8.2,27.333333333333332,25,0.3416666666666667,0,1,2,🌆 Afternoon-Evening (3pm-8pm),20,23
3,0,0,8,397,5,279.7,1,1,0,12.0,31.76,44.111111111111114,64,0.8270833333333333,0,0,1,🌅 Early-Midday (6am-2pm),4,14
6,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0,🚫 No Work,0,0
3,0,0,12,363,5,396.3,1,1,0,12.0,43.56,27.923076923076923,144,0.75625,0,0,1,🌅 Early-Midday (6am-2pm),3,11
6,0,0,5,143,2,164.3,0,0,0,12.0,7.15,23.833333333333332,25,0.29791666666666666,0,1,2,🌆 Afternoon-Evening (3pm-8pm),15,23
2,0,0,9,419,8,311.9,1,1,0,12.0,37.71,41.9,81,0.8729166666666667,1,0,1,🌅 Early-Midday (6am-2pm),7,12
3,0,0,11,385,6,368.5,1,1,0,12.0,42.35,32.083333333333336,121,0.8020833333333334,0,0,1,🌅 Early-Midday (6am-2pm),7,17
1,1,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
6,0,0,2,108,0,70.8,0,0,0,12.0,2.16,36.0,4,0.225,0,1,2,🌆 Afternoon-Evening (3pm-8pm),18,23
4,0,0,4,139,2,133.9,0,0,0,12.0,5.56,27.8,16,0.28958333333333336,0,0,1,🌅 Early-Midday (6am-2pm),10,20
3,0,0,8,263,6,266.3,1,1,0,12.0,21.04,29.22222222222222,64,0.5479166666666667,0,0,1,🌅 Early-Midday (6am-2pm),7,14
6,0,0,9,285,8,298.5,1,1,0,12.0,25.65,28.5,81,0.59375,0,1,1,🌅 Early-Midday (6am-2pm),2,8
6,0,0,6,123,4,192.3,0,0,0,12.0,7.38,17.571428571428573,36,0.25625,0,1,1,🌅 Early-Midday (6am-2pm),10,15
4,0,0,2,67,1,66.7,0,0,0,12.0,1.34,22.333333333333332,4,0.13958333333333334,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,22
3,0,0,10,441,3,344.1,1,1,0,12.0,44.1,40.09090909090909,100,0.91875,0,0,1,🌅 Early-Midday (6am-2pm),4,14
4,0,0,9,284,8,298.4,1,1,0,12.0,25.56,28.4,81,0.5916666666666667,0,0,1,🌅 Early-Midday (6am-2pm),3,13
4,0,0,3,83,3,98.3,0,0,0,12.0,2.49,20.75,9,0.17291666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
5,0,0,7,256,5,235.6,1,1,0,12.0,17.92,32.0,49,0.5333333333333333,0,0,1,🌅 Early-Midday (6am-2pm),8,16
6,0,0,3,139,2,103.9,0,0,0,12.0,4.17,34.75,9,0.28958333333333336,0,1,1,🌅 Early-Midday (6am-2pm),14,18
3,0,0,4,137,4,133.7,0,0,0,12.0,5.48,27.4,16,0.28541666666666665,0,0,1,🌅 Early-Midday (6am-2pm),14,23
5,0,0,6,136,2,193.6,0,0,0,12.0,8.16,19.428571428571427,36,0.2833333333333333,0,0,1,🌅 Early-Midday (6am-2pm),11,20
6,0,0,4,52,3,125.2,0,0,0,12.0,2.08,10.4,16,0.10833333333333334,0,1,2,🌆 Afternoon-Evening (3pm-8pm),15,22
5,0,0,3,176,3,107.6,0,0,0,12.0,5.28,44.0,9,0.36666666666666664,0,0,1,🌅 Early-Midday (6am-2pm),12,18
5,0,0,9,267,4,296.7,1,1,0,12.0,24.03,26.7,81,0.55625,0,0,1,🌅 Early-Midday (6am-2pm),8,14
3,0,0,4,230,3,143.0,1,0,0,12.0,9.2,46.0,16,0.4791666666666667,0,0,1,🌅 Early-Midday (6am-2pm),14,23
5,0,0,7,341,6,244.1,1,1,0,12.0,23.87,42.625,49,0.7104166666666667,0,0,1,🌅 Early-Midday (6am-2pm),4,10
3,0,0,6,90,1,189.0,0,0,0,12.0,5.4,12.857142857142858,36,0.1875,0,0,1,🌅 Early-Midday (6am-2pm),13,21
4,0,0,7,156,3,225.6,0,0,0,12.0,10.92,19.5,49,0.325,0,0,1,🌅 Early-Midday (6am-2pm),11,18
2,0,0,5,140,3,164.0,0,0,0,12.0,7.0,23.333333333333332,25,0.2916666666666667,1,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
6,0,0,8,322,5,272.2,1,1,0,12.0,25.76,35.77777777777778,64,0.6708333333333333,0,1,1,🌅 Early-Midday (6am-2pm),7,15
5,0,0,3,154,2,105.4,0,0,0,12.0,4.62,38.5,9,0.32083333333333336,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,21
3,0,0,9,343,7,304.3,1,1,0,12.0,30.87,34.3,81,0.7145833333333333,0,0,1,🌅 Early-Midday (6am-2pm),7,16
3,0,0,3,154,1,105.4,0,0,0,12.0,4.62,38.5,9,0.32083333333333336,0,0,2,🌆 Afternoon-Evening (3pm-8pm),18,23
6,0,0,4,182,4,138.2,1,0,0,12.0,7.28,36.4,16,0.37916666666666665,0,1,1,🌅 Early-Midday (6am-2pm),13,21
3,0,0,8,316,6,271.6,1,1,0,12.0,25.28,35.111111111111114,64,0.6583333333333333,0,0,1,🌅 Early-Midday (6am-2pm),2,11
3,0,0,5,294,5,179.4,1,0,0,12.0,14.7,49.0,25,0.6125,0,0,1,🌅 Early-Midday (6am-2pm),11,20
3,0,0,7,243,7,234.3,1,1,0,12.0,17.01,30.375,49,0.50625,0,0,1,🌅 Early-Midday (6am-2pm),5,10
6,0,0,4,76,2,127.6,0,0,0,12.0,3.04,15.2,16,0.15833333333333333,0,1,2,🌆 Afternoon-Evening (3pm-8pm),16,23
6,0,0,6,292,2,209.2,1,0,0,12.0,17.52,41.714285714285715,36,0.6083333333333333,0,1,1,🌅 Early-Midday (6am-2pm),11,20
6,0,0,12,477,8,407.7,1,1,0,12.0,57.24,36.69230769230769,144,0.99375,0,1,1,🌅 Early-Midday (6am-2pm),7,14
6,0,0,4,174,4,137.4,0,0,0,12.0,6.96,34.8,16,0.3625,0,1,1,🌅 Early-Midday (6am-2pm),13,21
4,0,1,12,405,6,400.5,1,1,2,12.0,48.6,31.153846153846153,144,0.84375,0,0,1,🌅 Early-Midday (6am-2pm),3,13
2,0,0,3,139,2,103.9,0,0,0,12.0,4.17,34.75,9,0.28958333333333336,1,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
5,0,0,3,98,3,99.8,0,0,0,12.0,2.94,24.5,9,0.20416666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
2,0,0,8,294,8,269.4,1,1,0,12.0,23.52,32.666666666666664,64,0.6125,1,0,1,🌅 Early-Midday (6am-2pm),3,13
3,0,0,12,286,4,388.6,1,1,0,12.0,34.32,22.0,144,0.5958333333333333,0,0,1,🌅 Early-Midday (6am-2pm),1,11
1,1,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
3,0,0,2,170,2,77.0,0,0,0,12.0,3.4,56.666666666666664,4,0.3541666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
5,0,0,9,301,6,300.1,1,1,0,12.0,27.09,30.1,81,0.6270833333333333,0,0,1,🌅 Early-Midday (6am-2pm),8,17
3,0,0,4,110,0,131.0,0,0,0,12.0,4.4,22.0,16,0.22916666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
6,0,0,2,92,2,69.2,0,0,0,12.0,1.84,30.666666666666668,4,0.19166666666666668,0,1,2,🌆 Afternoon-Evening (3pm-8pm),20,23
4,0,0,12,244,7,384.4,1,1,0,12.0,29.28,18.76923076923077,144,0.5083333333333333,0,0,1,🌅 Early-Midday (6am-2pm),5,12
2,0,0,7,309,4,240.9,1,1,0,12.0,21.63,38.625,49,0.64375,1,0,1,🌅 Early-Midday (6am-2pm),9,19
6,0,0,4,228,3,142.8,1,0,0,12.0,9.12,45.6,16,0.475,0,1,1,🌅 Early-Midday (6am-2pm),13,17
2,0,0,12,425,5,402.5,1,1,0,12.0,51.0,32.69230769230769,144,0.8854166666666666,1,0,1,🌅 Early-Midday (6am-2pm),6,14
2,0,0,4,59,0,125.9,0,0,0,12.0,2.36,11.8,16,0.12291666666666666,1,0,2,🌆 Afternoon-Evening (3pm-8pm),15,19
5,0,0,11,477,6,377.7,1,1,0,12.0,52.47,39.75,121,0.99375,0,0,1,🌅 Early-Midday (6am-2pm),1,8
6,0,0,12,412,8,401.2,1,1,0,12.0,49.44,31.692307692307693,144,0.8583333333333333,0,1,1,🌅 Early-Midday (6am-2pm),1,7
2,0,0,2,58,2,65.8,0,0,0,12.0,1.16,19.333333333333332,4,0.12083333333333333,1,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
2,0,0,4,47,2,124.7,0,0,0,12.0,1.88,9.4,16,0.09791666666666667,1,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
4,0,0,2,77,3,67.7,0,0,0,12.0,1.54,25.666666666666668,4,0.16041666666666668,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,19
3,0,0,4,48,0,124.8,0,0,0,12.0,1.92,9.6,16,0.1,0,0,2,🌆 Afternoon-Evening (3pm-8pm),18,23
2,0,0,9,257,7,295.7,1,1,0,12.0,23.13,25.7,81,0.5354166666666667,1,0,1,🌅 Early-Midday (6am-2pm),6,15
4,0,0,9,433,4,313.3,1,1,0,12.0,38.97,43.3,81,0.9020833333333333,0,0,1,🌅 Early-Midday (6am-2pm),7,13
2,0,0,4,94,0,129.4,0,0,0,12.0,3.76,18.8,16,0.19583333333333333,1,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
4,0,0,2,111,3,71.1,0,0,0,12.0,2.22,37.0,4,0.23125,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
2,0,0,5,145,4,164.5,0,0,0,12.0,7.25,24.166666666666668,25,0.3020833333333333,1,0,1,🌅 Early-Midday (6am-2pm),14,19
6,0,0,3,146,1,104.6,0,0,0,12.0,4.38,36.5,9,0.30416666666666664,0,1,2,🌆 Afternoon-Evening (3pm-8pm),20,23
5,0,0,9,344,6,304.4,1,1,0,12.0,30.96,34.4,81,0.7166666666666667,0,0,1,🌅 Early-Midday (6am-2pm),4,9
3,0,0,12,293,4,389.3,1,1,0,12.0,35.16,22.53846153846154,144,0.6104166666666667,0,0,1,🌅 Early-Midday (6am-2pm),2,8
5,0,0,8,248,6,264.8,1,1,0,12.0,19.84,27.555555555555557,64,0.5166666666666667,0,0,1,🌅 Early-Midday (6am-2pm),8,14
4,0,0,11,326,3,362.6,1,1,0,12.0,35.86,27.166666666666668,121,0.6791666666666667,0,0,1,🌅 Early-Midday (6am-2pm),6,12
4,0,0,6,211,1,201.1,1,0,0,12.0,12.66,30.142857142857142,36,0.4395833333333333,0,0,1,🌅 Early-Midday (6am-2pm),12,16
3,0,0,6,176,4,197.6,0,0,0,12.0,10.56,25.142857142857142,36,0.36666666666666664,0,0,1,🌅 Early-Midday (6am-2pm),14,22
5,0,0,5,38,1,153.8,0,0,0,12.0,1.9,6.333333333333333,25,0.07916666666666666,0,0,2,🌆 Afternoon-Evening (3pm-8pm),15,22
5,0,0,12,245,3,384.5,1,1,0,12.0,29.4,18.846153846153847,144,0.5104166666666666,0,0,1,🌅 Early-Midday (6am-2pm),7,12
5,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
2,0,0,4,180,1,138.0,0,0,0,12.0,7.2,36.0,16,0.375,1,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
6,0,0,5,48,3,154.8,0,0,0,12.0,2.4,8.0,25,0.1,0,1,2,🌆 Afternoon-Evening (3pm-8pm),16,23
2,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,🚫 No Work,0,0
6,0,1,8,350,6,275.0,1,1,2,12.0,28.0,38.888888888888886,64,0.7291666666666666,0,1,1,🌅 Early-Midday (6am-2pm),4,13
4,0,1,10,242,5,324.2,1,1,2,12.0,24.2,22.0,100,0.5041666666666667,0,0,1,🌅 Early-Midday (6am-2pm),4,8
2,0,0,6,65,2,186.5,0,0,0,12.0,3.9,9.285714285714286,36,0.13541666666666666,1,0,1,🌅 Early-Midday (6am-2pm),13,22
2,0,0,10,445,3,344.5,1,1,0,12.0,44.5,40.45454545454545,100,0.9270833333333334,1,0,1,🌅 Early-Midday (6am-2pm),6,15
5,0,0,7,225,2,232.5,1,0,0,12.0,15.75,28.125,49,0.46875,0,0,1,🌅 Early-Midday (6am-2pm),10,20
3,0,0,12,329,4,392.9,1,1,0,12.0,39.48,25.307692307692307,144,0.6854166666666667,0,0,1,🌅 Early-Midday (6am-2pm),5,15
4,0,0,8,404,5,280.4,1,1,0,12.0,32.32,44.888888888888886,64,0.8416666666666667,0,0,1,🌅 Early-Midday (6am-2pm),3,10
2,0,0,5,153,4,165.3,0,0,0,12.0,7.65,25.5,25,0.31875,1,0,1,🌅 Early-Midday (6am-2pm),14,23
3,0,0,2,156,2,75.6,0,0,0,12.0,3.12,52.0,4,0.325,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
2,0,0,8,352,7,275.2,1,1,0,12.0,28.16,39.111111111111114,64,0.7333333333333333,1,0,1,🌅 Early-Midday (6am-2pm),3,7
4,0,0,4,211,3,141.1,1,0,0,12.0,8.44,42.2,16,0.4395833333333333,0,0,1,🌅 Early-Midday (6am-2pm),13,20
4,0,0,5,156,4,165.6,0,0,0,12.0,7.8,26.0,25,0.325,0,0,1,🌅 Early-Midday (6am-2pm),10,15
2,0,0,7,358,6,245.8,1,1,0,12.0,25.06,44.75,49,0.7458333333333333,1,0,1,🌅 Early-Midday (6am-2pm),8,17
6,0,0,3,148,0,104.8,0,0,0,12.0,4.44,37.0,9,0.30833333333333335,0,1,2,🌆 Afternoon-Evening (3pm-8pm),19,23
6,0,0,3,115,2,101.5,0,0,0,12.0,3.45,28.75,9,0.23958333333333334,0,1,2,🌆 Afternoon-Evening (3pm-8pm),17,23
5,0,0,3,31,2,93.1,0,0,0,12.0,0.93,7.75,9,0.06458333333333334,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,22
6,0,0,10,475,3,347.5,1,1,0,12.0,47.5,43.18181818181818,100,0.9895833333333334,0,1,1,🌅 Early-Midday (6am-2pm),1,7
3,0,0,7,465,8,256.5,1,1,0,12.0,32.55,58.125,49,0.96875,0,0,1,🌅 Early-Midday (6am-2pm),6,12
4,0,0,5,123,3,162.3,0,0,0,12.0,6.15,20.5,25,0.25625,0,0,1,🌅 Early-Midday (6am-2pm),12,18
6,0,0,6,295,2,209.5,1,0,0,12.0,17.7,42.142857142857146,36,0.6145833333333334,0,1,1,🌅 Early-Midday (6am-2pm),9,18
6,0,0,3,52,1,95.2,0,0,0,12.0,1.56,13.0,9,0.10833333333333334,0,1,2,🌆 Afternoon-Evening (3pm-8pm),20,23
4,0,0,9,324,5,302.4,1,1,0,12.0,29.16,32.4,81,0.675,0,0,1,🌅 Early-Midday (6am-2pm),9,19
3,0,0,5,257,4,175.7,1,0,0,12.0,12.85,42.833333333333336,25,0.5354166666666667,0,0,1,🌅 Early-Midday (6am-2pm),10,17
4,0,0,5,264,6,176.4,1,0,0,12.0,13.2,44.0,25,0.55,0,0,1,🌅 Early-Midday (6am-2pm),9,19
2,0,0,4,181,5,138.1,1,0,0,12.0,7.24,36.2,16,0.3770833333333333,1,0,1,🌅 Early-Midday (6am-2pm),10,16
2,0,0,2,118,0,71.8,0,0,0,12.0,2.36,39.333333333333336,4,0.24583333333333332,1,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
4,0,0,6,213,2,201.3,1,0,0,12.0,12.78,30.428571428571427,36,0.44375,0,0,1,🌅 Early-Midday (6am-2pm),11,18
2,0,0,7,218,2,231.8,1,0,0,12.0,15.26,27.25,49,0.45416666666666666,1,0,1,🌅 Early-Midday (6am-2pm),9,16
5,0,0,11,394,6,369.4,1,1,0,12.0,43.34,32.833333333333336,121,0.8208333333333333,0,0,1,🌅 Early-Midday (6am-2pm),1,9
2,0,0,8,325,4,272.5,1,1,0,12.0,26.0,36.111111111111114,64,0.6770833333333334,1,0,1,🌅 Early-Midday (6am-2pm),8,14
6,0,0,10,332,3,333.2,1,1,0,12.0,33.2,30.181818181818183,100,0.6916666666666667,0,1,1,🌅 Early-Midday (6am-2pm),5,15
4,0,1,2,52,1,65.2,0,0,2,12.0,1.04,17.333333333333332,4,0.10833333333333334,0,0,2,🌆 Afternoon-Evening (3pm-8pm),16,23
6,0,0,4,195,3,139.5,1,0,0,12.0,7.8,39.0,16,0.40625,0,1,1,🌅 Early-Midday (6am-2pm),14,22
2,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,🚫 No Work,0,0
3,0,1,3,108,2,100.8,0,0,2,12.0,3.24,27.0,9,0.225,0,0,2,🌆 Afternoon-Evening (3pm-8pm),17,22
5,0,0,11,449,7,374.9,1,1,0,12.0,49.39,37.416666666666664,121,0.9354166666666667,0,0,1,🌅 Early-Midday (6am-2pm),5,12
3,0,0,5,114,4,161.4,0,0,0,12.0,5.7,19.0,25,0.2375,0,0,1,🌅 Early-Midday (6am-2pm),12,17
4,0,0,3,167,3,106.7,0,0,0,12.0,5.01,41.75,9,0.34791666666666665,0,0,2,🌆 Afternoon-Evening (3pm-8pm),20,23
4,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,🚫 No Work,0,0
4,0,0,6,135,4,193.5,0,0,0,12.0,8.1,19.285714285714285,36,0.28125,0,0,1,🌅 Early-Midday (6am-2pm),10,19
3,0,0,11,331,3,363.1,1,1,0,12.0,36.41,27.583333333333332,121,0.6895833333333333,0,0,1,🌅 Early-Midday (6am-2pm),3,8
2,0,0,11,290,6,359.0,1,1,0,12.0,31.9,24.166666666666668,121,0.6041666666666666,1,0,1,🌅 Early-Midday (6am-2pm),3,12
6,0,0,11,468,7,376.8,1,1,0,12.0,51.48,39.0,121,0.975,0,1,1,🌅 Early-Midday (6am-2pm),6,14
3,0,0,10,343,5,334.3,1,1,0,12.0,34.3,31.181818181818183,100,0.7145833333333333,0,0,1,🌅 Early-Midday (6am-2pm),2,12
4,0,0,9,244,4,294.4,1,1,0,12.0,21.96,24.4,81,0.5083333333333333,0,0,1,🌅 Early-Midday (6am-2pm),2,11
5,0,0,5,214,1,171.4,1,0,0,12.0,10.7,35.666666666666664,25,0.44583333333333336,0,0,1,🌅 Early-Midday (6am-2pm),13,20
2,0,0,4,140,0,134.0,0,0,0,12.0,5.6,28.0,16,0.2916666666666667,1,0,2,🌆 Afternoon-Evening (3pm-8pm),17,23
4,0,0,5,225,1,172.5,1,0,0,12.0,11.25,37.5,25,0.46875,0,0,1,🌅 Early-Midday (6am-2pm),13,20
3,0,0,4,47,3,124.7,0,0,0,12.0,1.88,9.4,16,0.09791666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
6,0,0,8,329,4,272.9,1,1,0,12.0,26.32,36.55555555555556,64,0.6854166666666667,0,1,1,🌅 Early-Midday (6am-2pm),6,16
4,0,0,3,119,2,101.9,0,0,0,12.0,3.57,29.75,9,0.24791666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
4,0,0,11,269,3,356.9,1,1,0,12.0,29.59,22.416666666666668,121,0.5604166666666667,0,0,1,🌅 Early-Midday (6am-2pm),5,11
4,0,0,9,472,6,317.2,1,1,0,12.0,42.48,47.2,81,0.9833333333333333,0,0,1,🌅 Early-Midday (6am-2pm),5,9
2,0,0,8,296,8,269.6,1,1,0,12.0,23.68,32.888888888888886,64,0.6166666666666667,1,0,1,🌅 Early-Midday (6am-2pm),3,11
5,0,0,6,222,3,202.2,1,0,0,12.0,13.32,31.714285714285715,36,0.4625,0,0,1,🌅 Early-Midday (6am-2pm),13,23
3,0,0,12,261,7,386.1,1,1,0,12.0,31.32,20.076923076923077,144,0.54375,0,0,1,🌅 Early-Midday (6am-2pm),5,14
3,0,0,3,164,2,106.4,0,0,0,12.0,4.92,41.0,9,0.3416666666666667,0,0,2,🌆 Afternoon-Evening (3pm-8pm),19,23
