dayOfWeek,isWeekend,isHoliday,sessionCount,deepWorkMinutes,calendarEventCount,startHour,endHour,workload_score,is_high_intensity,is_very_productive,day_category,estimated_duration,sessions_x_deepwork,events_x_sessions,deepwork_per_session,sessionCount_sq,deepWork_sq,sessionCount_log,deepWork_log,deepwork_ratio,session_density,is_monday,is_friday,is_wednesday,cat_6,cat_4,cat_5,cat_binary,cat_3,predicted_category,category_name
5,0,0,11,275,3,5,13,357.5,1,1,0,12.0,30.25,33,22.916666666666668,121,21.006944444444443,2.4849066497880004,5.62040086571715,0.5729166666666666,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,No Work
2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,No Work
3,0,0,4,173,2,18,23,137.3,0,0,0,12.0,6.92,8,34.6,16,8.313611111111111,1.6094379124341003,5.159055299214529,0.36041666666666666,0.3333333333333333,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,3,123,3,18,22,102.3,0,0,0,12.0,3.69,9,30.75,9,4.2025,1.3862943611198906,4.820281565605037,0.25625,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,11,378,5,5,12,367.8,1,1,0,12.0,41.58,55,31.5,121,39.69,2.4849066497880004,5.937536205082426,0.7875,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,11,256,3,5,11,355.6,1,1,0,12.0,28.16,33,21.333333333333332,121,18.204444444444444,2.4849066497880004,5.54907608489522,0.5333333333333333,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,3,126,1,19,23,102.6,0,0,0,12.0,3.78,3,31.5,9,4.41,1.3862943611198906,4.844187086458591,0.2625,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,4,125,1,20,23,132.5,0,0,0,12.0,5.0,4,25.0,16,4.340277777777779,1.6094379124341003,4.836281906951478,0.2604166666666667,0.3333333333333333,0,0,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,10,308,7,3,7,330.8,1,1,0,12.0,30.8,70,28.0,100,26.351111111111116,2.3978952727983707,5.733341276897746,0.6416666666666667,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,8,318,7,2,7,271.8,1,1,0,12.0,25.44,56,35.333333333333336,64,28.09,2.1972245773362196,5.765191102784844,0.6625,0.6666666666666666,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,3,97,1,16,23,99.7,0,0,0,12.0,2.91,3,24.25,9,2.613611111111111,1.3862943611198906,4.584967478670572,0.20208333333333334,0.25,0,0,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,3,136,2,18,23,103.6,0,0,0,12.0,4.08,6,34.0,9,5.137777777777777,1.3862943611198906,4.919980925828125,0.2833333333333333,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,2,152,3,19,23,75.2,0,0,0,12.0,3.04,6,50.666666666666664,4,6.417777777777777,1.0986122886681098,5.030437921392435,0.31666666666666665,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,2,44,2,19,23,64.4,0,0,0,12.0,0.88,4,14.666666666666666,4,0.5377777777777777,1.0986122886681098,3.8066624897703196,0.09166666666666666,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,6,342,4,8,12,214.2,1,0,0,12.0,20.52,24,48.857142857142854,36,32.49,1.9459101490553132,5.8377304471659395,0.7125,0.5,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,4,55,2,18,23,125.5,0,0,0,12.0,2.2,8,11.0,16,0.8402777777777777,1.6094379124341003,4.02535169073515,0.11458333333333333,0.3333333333333333,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,7,249,7,6,10,234.9,1,1,0,12.0,17.43,49,31.125,49,17.222500000000004,2.0794415416798357,5.521460917862246,0.51875,0.5833333333333334,1,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,3,66,3,15,22,96.6,0,0,0,12.0,1.98,9,16.5,9,1.2100000000000002,1.3862943611198906,4.204692619390966,0.1375,0.25,0,0,0,4,2,3,2,2,2,Afternoon-Evening
4,0,0,5,128,2,11,17,162.8,0,0,0,12.0,6.4,10,21.333333333333332,25,4.551111111111111,1.791759469228055,4.859812404361672,0.26666666666666666,0.4166666666666667,0,0,1,3,2,2,1,1,1,Early-Midday
6,0,0,10,386,7,3,8,338.6,1,1,0,12.0,38.6,70,35.09090909090909,100,41.38777777777778,2.3978952727983707,5.958424693029782,0.8041666666666667,0.8333333333333334,0,1,0,1,1,1,1,1,1,Early-Midday
6,0,0,11,467,6,7,16,376.7,1,1,0,12.0,51.37,66,38.916666666666664,121,60.58027777777777,2.4849066497880004,6.148468295917647,0.9729166666666667,0.9166666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
6,0,0,2,63,3,19,23,66.3,0,0,0,12.0,1.26,6,21.0,4,1.1025,1.0986122886681098,4.1588830833596715,0.13125,0.16666666666666666,0,1,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,10,300,7,6,12,330.0,1,1,0,12.0,30.0,70,27.272727272727273,100,25.0,2.3978952727983707,5.707110264748875,0.625,0.8333333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,5,190,5,8,16,169.0,1,0,0,12.0,9.5,25,31.666666666666668,25,10.027777777777777,1.791759469228055,5.25227342804663,0.3958333333333333,0.4166666666666667,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,8,256,4,2,10,265.6,1,1,0,12.0,20.48,32,28.444444444444443,64,18.204444444444444,2.1972245773362196,5.54907608489522,0.5333333333333333,0.6666666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
2,0,0,9,301,6,4,11,300.1,1,1,0,12.0,27.09,54,30.1,81,25.166944444444443,2.302585092994046,5.71042701737487,0.6270833333333333,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,212,1,12,20,171.2,1,0,0,12.0,10.6,5,35.333333333333336,25,12.484444444444444,1.791759469228055,5.3612921657094255,0.44166666666666665,0.4166666666666667,0,0,1,3,2,2,1,1,1,Early-Midday
3,0,1,7,291,4,10,14,239.1,1,1,2,12.0,20.37,28,36.375,49,23.522499999999997,2.0794415416798357,5.676753802268282,0.60625,0.5833333333333334,0,0,0,2,1,2,1,1,1,Early-Midday
3,0,0,7,262,3,10,14,236.2,1,1,0,12.0,18.34,21,32.75,49,19.067777777777774,2.0794415416798357,5.572154032177765,0.5458333333333333,0.5833333333333334,0,0,0,2,1,2,1,1,1,Early-Midday
5,0,0,2,105,0,17,23,70.5,0,0,0,12.0,2.1,0,35.0,4,3.0625,1.0986122886681098,4.663439094112067,0.21875,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,11,345,4,5,14,364.5,1,1,0,12.0,37.95,44,28.75,121,33.0625,2.4849066497880004,5.846438775057725,0.71875,0.9166666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
4,0,0,7,296,5,9,15,239.6,1,1,0,12.0,20.72,35,37.0,49,24.33777777777778,2.0794415416798357,5.6937321388027,0.6166666666666667,0.5833333333333334,0,0,1,2,1,2,1,1,1,Early-Midday
2,0,0,4,165,0,16,23,136.5,0,0,0,12.0,6.6,0,33.0,16,7.5625,1.6094379124341003,5.111987788356544,0.34375,0.3333333333333333,1,0,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,10,314,8,1,11,331.4,1,1,0,12.0,31.4,80,28.545454545454547,100,27.387777777777778,2.3978952727983707,5.752572638825633,0.6541666666666667,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,2,158,3,19,23,75.8,0,0,0,12.0,3.16,6,52.666666666666664,4,6.934444444444444,1.0986122886681098,5.0689042022202315,0.32916666666666666,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,12,432,5,1,8,403.2,1,1,0,12.0,51.84,60,33.23076923076923,144,51.84,2.5649493574615367,6.07073772800249,0.9,1.0,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,1,9,308,8,3,8,300.8,1,1,2,12.0,27.72,72,30.8,81,26.351111111111116,2.302585092994046,5.733341276897746,0.6416666666666667,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,3,215,2,12,22,111.5,1,0,0,12.0,6.45,6,53.75,9,12.840277777777779,1.3862943611198906,5.375278407684165,0.4479166666666667,0.25,0,1,0,3,2,2,1,1,1,Early-Midday
3,0,0,8,469,7,6,13,286.9,1,1,0,12.0,37.52,56,52.111111111111114,64,61.10027777777778,2.1972245773362196,6.152732694704104,0.9770833333333333,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,9,200,5,9,19,290.0,1,0,0,12.0,18.0,45,20.0,81,11.111111111111112,2.302585092994046,5.303304908059076,0.4166666666666667,0.75,0,0,1,2,1,2,1,1,1,Early-Midday
6,0,0,4,136,2,18,22,133.6,0,0,0,12.0,5.44,8,27.2,16,5.137777777777777,1.6094379124341003,4.919980925828125,0.2833333333333333,0.3333333333333333,0,1,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,4,82,2,17,23,128.2,0,0,0,12.0,3.28,8,16.4,16,1.8677777777777778,1.6094379124341003,4.418840607796598,0.17083333333333334,0.3333333333333333,1,0,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,6,73,4,12,21,187.3,0,0,0,12.0,4.38,24,10.428571428571429,36,1.4802777777777776,1.9459101490553132,4.30406509320417,0.15208333333333332,0.5,0,0,0,3,2,2,1,1,1,Early-Midday
2,0,0,2,149,2,16,23,74.9,0,0,0,12.0,2.98,4,49.666666666666664,4,6.166944444444445,1.0986122886681098,5.0106352940962555,0.3104166666666667,0.16666666666666666,1,0,0,4,2,3,2,2,2,Afternoon-Evening
6,0,0,4,75,2,12,19,127.5,0,0,0,12.0,3.0,8,15.0,16,1.5625,1.6094379124341003,4.330733340286331,0.15625,0.3333333333333333,0,1,0,3,2,2,1,1,1,Early-Midday
2,0,0,6,321,4,8,16,212.1,1,0,0,12.0,19.26,24,45.857142857142854,36,28.622499999999995,1.9459101490553132,5.7745515455444085,0.66875,0.5,1,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,2,140,2,19,23,74.0,0,0,0,12.0,2.8,4,46.666666666666664,4,5.4444444444444455,1.0986122886681098,4.948759890378168,0.2916666666666667,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,10,459,7,1,6,345.9,1,1,0,12.0,45.9,70,41.72727272727273,100,58.52250000000001,2.3978952727983707,6.131226489483141,0.95625,0.8333333333333334,0,1,0,1,1,1,1,1,1,Early-Midday
2,0,0,5,127,3,10,18,162.7,0,0,0,12.0,6.35,15,21.166666666666668,25,4.480277777777778,1.791759469228055,4.852030263919617,0.26458333333333334,0.4166666666666667,1,0,0,2,1,2,1,1,1,Early-Midday
4,0,0,7,440,6,4,10,254.0,1,1,0,12.0,30.8,42,55.0,49,53.77777777777777,2.0794415416798357,6.089044875446846,0.9166666666666666,0.5833333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
6,0,0,3,228,3,14,18,112.8,1,0,0,12.0,6.84,9,57.0,9,14.44,1.3862943611198906,5.43372200355424,0.475,0.25,0,1,0,4,2,3,2,1,1,Early-Midday
4,0,0,5,193,1,12,18,169.3,1,0,0,12.0,9.65,5,32.166666666666664,25,10.346944444444444,1.791759469228055,5.267858159063328,0.40208333333333335,0.4166666666666667,0,0,1,3,2,2,1,1,1,Early-Midday
4,0,0,6,162,4,11,18,196.2,0,0,0,12.0,9.72,24,23.142857142857142,36,7.290000000000001,1.9459101490553132,5.093750200806762,0.3375,0.5,0,0,1,3,2,2,1,1,1,Early-Midday
3,0,0,5,167,3,12,19,166.7,0,0,0,12.0,8.35,15,27.833333333333332,25,7.746944444444444,1.791759469228055,5.123963979403259,0.34791666666666665,0.4166666666666667,0,0,0,3,2,2,1,1,1,Early-Midday
2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,No Work
6,0,0,8,407,4,2,7,280.7,1,1,0,12.0,32.56,32,45.22222222222222,64,46.01361111111111,2.1972245773362196,6.0112671744041615,0.8479166666666667,0.6666666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,171,2,10,20,167.1,0,0,0,12.0,8.55,10,28.5,25,8.1225,1.791759469228055,5.147494476813453,0.35625,0.4166666666666667,0,0,1,2,1,2,1,1,1,Early-Midday
6,0,0,3,128,0,20,23,102.8,0,0,0,12.0,3.84,0,32.0,9,4.551111111111111,1.3862943611198906,4.859812404361672,0.26666666666666666,0.25,0,1,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,11,478,6,2,9,377.8,1,1,0,12.0,52.58,66,39.833333333333336,121,63.467777777777776,2.4849066497880004,6.171700597410915,0.9958333333333333,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,6,271,4,10,20,207.1,1,0,0,12.0,16.26,24,38.714285714285715,36,20.400277777777777,1.9459101490553132,5.605802066295998,0.5645833333333333,0.5,0,1,0,2,1,2,1,1,1,Early-Midday
3,0,0,7,120,3,10,20,222.0,0,0,0,12.0,8.4,21,15.0,49,4.0,2.0794415416798357,4.795790545596741,0.25,0.5833333333333334,0,0,0,2,1,2,1,1,1,Early-Midday
6,0,0,6,204,3,10,20,200.4,1,0,0,12.0,12.24,18,29.142857142857142,36,11.559999999999999,1.9459101490553132,5.3230099791384085,0.425,0.5,0,1,0,2,1,2,1,1,1,Early-Midday
3,0,0,12,330,8,1,9,393.0,1,1,0,12.0,39.6,96,25.384615384615383,144,30.25,2.5649493574615367,5.802118375377063,0.6875,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,9,456,5,5,13,315.6,1,1,0,12.0,41.04,45,45.6,81,57.76,2.302585092994046,6.124683390894205,0.95,0.75,0,1,0,1,1,1,1,1,1,Early-Midday
3,0,0,12,462,7,6,10,406.2,1,1,0,12.0,55.44,84,35.53846153846154,144,59.290000000000006,2.5649493574615367,6.137727054086234,0.9625,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,9,327,4,5,9,302.7,1,1,0,12.0,29.43,36,32.7,81,29.7025,2.302585092994046,5.793013608384144,0.68125,0.75,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,4,126,1,14,23,132.6,0,0,0,12.0,5.04,4,25.2,16,4.41,1.6094379124341003,4.844187086458591,0.2625,0.3333333333333333,0,0,0,4,2,3,2,1,1,Early-Midday
6,0,0,12,433,6,6,16,403.3,1,1,0,12.0,51.96,72,33.30769230769231,144,52.08027777777778,2.5649493574615367,6.073044534100405,0.9020833333333333,1.0,0,1,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,85,1,17,23,158.5,0,0,0,12.0,4.25,5,14.166666666666666,25,2.0069444444444446,1.791759469228055,4.454347296253507,0.17708333333333334,0.4166666666666667,0,0,1,5,3,4,2,2,2,Afternoon-Evening
3,0,0,10,262,8,4,12,326.2,1,1,0,12.0,26.2,80,23.818181818181817,100,19.067777777777774,2.3978952727983707,5.572154032177765,0.5458333333333333,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,6,340,2,8,18,214.0,1,0,0,12.0,20.4,12,48.57142857142857,36,32.111111111111114,1.9459101490553132,5.831882477283517,0.7083333333333334,0.5,0,0,1,1,1,1,1,1,1,Early-Midday
4,0,0,4,75,0,18,23,127.5,0,0,0,12.0,3.0,0,15.0,16,1.5625,1.6094379124341003,4.330733340286331,0.15625,0.3333333333333333,0,0,1,5,3,4,2,2,2,Afternoon-Evening
3,0,0,11,448,6,7,15,374.8,1,1,0,12.0,49.28,66,37.333333333333336,121,55.751111111111115,2.4849066497880004,6.1070228877422545,0.9333333333333333,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,1,5,152,0,15,23,165.2,0,0,2,12.0,7.6,0,25.333333333333332,25,6.417777777777777,1.791759469228055,5.030437921392435,0.31666666666666665,0.4166666666666667,0,0,0,4,2,3,2,2,2,Afternoon-Evening
6,0,0,11,241,7,3,11,354.1,1,1,0,12.0,26.51,77,20.083333333333332,121,16.13361111111111,2.4849066497880004,5.488937726156687,0.5020833333333333,0.9166666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
5,0,0,7,260,6,8,16,236.0,1,1,0,12.0,18.2,42,32.5,49,18.777777777777775,2.0794415416798357,5.564520407322694,0.5416666666666666,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,5,173,2,11,21,167.3,0,0,0,12.0,8.65,10,28.833333333333332,25,8.313611111111111,1.791759469228055,5.159055299214529,0.36041666666666666,0.4166666666666667,0,1,0,3,2,2,1,1,1,Early-Midday
4,0,0,8,227,2,9,16,262.7,1,0,0,12.0,18.16,16,25.22222222222222,64,14.31361111111111,2.1972245773362196,5.429345628954441,0.47291666666666665,0.6666666666666666,0,0,1,2,1,2,1,1,1,Early-Midday
2,0,0,10,479,5,3,10,347.9,1,1,0,12.0,47.9,50,43.54545454545455,100,63.73361111111111,2.3978952727983707,6.173786103901937,0.9979166666666667,0.8333333333333334,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,6,193,3,11,17,199.3,1,0,0,12.0,11.58,18,27.571428571428573,36,10.346944444444444,1.9459101490553132,5.267858159063328,0.40208333333333335,0.5,1,0,0,3,2,2,1,1,1,Early-Midday
5,0,0,3,75,1,13,17,97.5,0,0,0,12.0,2.25,3,18.75,9,1.5625,1.3862943611198906,4.330733340286331,0.15625,0.25,0,0,0,4,2,3,2,1,1,Early-Midday
5,0,0,3,86,2,13,20,98.6,0,0,0,12.0,2.58,6,21.5,9,2.0544444444444445,1.3862943611198906,4.465908118654584,0.17916666666666667,0.25,0,0,0,4,2,3,2,1,1,Early-Midday
3,0,0,9,301,6,7,14,300.1,1,1,0,12.0,27.09,54,30.1,81,25.166944444444443,2.302585092994046,5.71042701737487,0.6270833333333333,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,11,272,7,7,13,357.2,1,1,0,12.0,29.92,77,22.666666666666668,121,20.55111111111111,2.4849066497880004,5.60947179518496,0.5666666666666667,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,6,199,2,11,21,199.9,1,0,0,12.0,11.94,12,28.428571428571427,36,11.000277777777779,1.9459101490553132,5.298317366548036,0.41458333333333336,0.5,0,0,0,3,2,2,1,1,1,Early-Midday
5,0,0,11,248,5,7,17,354.8,1,1,0,12.0,27.28,55,20.666666666666668,121,17.084444444444447,2.4849066497880004,5.517452896464707,0.5166666666666667,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,7,231,2,8,17,233.1,1,0,0,12.0,16.17,14,28.875,49,14.822500000000002,2.0794415416798357,5.44673737166631,0.48125,0.5833333333333334,0,1,0,1,1,1,1,1,1,Early-Midday
2,0,0,4,190,3,10,17,139.0,1,0,0,12.0,7.6,12,38.0,16,10.027777777777777,1.6094379124341003,5.25227342804663,0.3958333333333333,0.3333333333333333,1,0,0,2,1,2,1,1,1,Early-Midday
6,0,0,3,138,2,14,21,103.8,0,0,0,12.0,4.14,6,34.5,9,5.289999999999999,1.3862943611198906,4.9344739331306915,0.2875,0.25,0,1,0,4,2,3,2,1,1,Early-Midday
4,0,0,5,151,2,13,22,165.1,0,0,0,12.0,7.55,10,25.166666666666668,25,6.333611111111111,1.791759469228055,5.0238805208462765,0.3145833333333333,0.4166666666666667,0,0,1,4,2,3,2,1,1,Early-Midday
5,0,0,6,134,1,12,17,193.4,0,0,0,12.0,8.04,6,19.142857142857142,36,4.987777777777778,1.9459101490553132,4.90527477843843,0.2791666666666667,0.5,0,0,0,3,2,2,1,1,1,Early-Midday
3,0,0,11,385,6,6,10,368.5,1,1,0,12.0,42.35,66,32.083333333333336,121,41.173611111111114,2.4849066497880004,5.955837369464831,0.8020833333333334,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,8,388,3,2,8,278.8,1,1,0,12.0,31.04,24,43.111111111111114,64,41.81777777777778,2.1972245773362196,5.963579343618446,0.8083333333333333,0.6666666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,5,87,2,17,22,158.7,0,0,0,12.0,4.35,10,14.5,25,2.1025,1.791759469228055,4.477336814478207,0.18125,0.4166666666666667,0,1,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,3,65,3,15,22,96.5,0,0,0,12.0,1.95,9,16.25,9,1.173611111111111,1.3862943611198906,4.189654742026425,0.13541666666666666,0.25,0,1,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,9,308,5,1,8,300.8,1,1,0,12.0,27.72,45,30.8,81,26.351111111111116,2.302585092994046,5.733341276897746,0.6416666666666667,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,8,472,8,2,11,287.2,1,1,0,12.0,37.76,64,52.44444444444444,64,61.88444444444444,2.1972245773362196,6.159095388491933,0.9833333333333333,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,11,305,8,3,10,360.5,1,1,0,12.0,33.55,88,25.416666666666668,121,25.840277777777775,2.4849066497880004,5.723585101952381,0.6354166666666666,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,12,409,6,2,6,400.9,1,1,0,12.0,49.08,72,31.46153846153846,144,46.466944444444444,2.5649493574615367,6.016157159698354,0.8520833333333333,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,61,2,14,21,156.1,0,0,0,12.0,3.05,10,10.166666666666666,25,1.033611111111111,1.791759469228055,4.127134385045092,0.12708333333333333,0.4166666666666667,0,0,1,4,2,3,2,1,1,Early-Midday
2,0,0,5,202,4,8,16,170.2,1,0,0,12.0,10.1,20,33.666666666666664,25,11.334444444444445,1.791759469228055,5.313205979041787,0.42083333333333334,0.4166666666666667,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,5,259,4,8,13,175.9,1,0,0,12.0,12.95,20,43.166666666666664,25,18.633611111111108,1.791759469228055,5.560681631015528,0.5395833333333333,0.4166666666666667,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,10,348,7,3,9,334.8,1,1,0,12.0,34.8,70,31.636363636363637,100,33.64,2.3978952727983707,5.855071922202427,0.725,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,3,119,4,14,23,101.9,0,0,0,12.0,3.57,12,29.75,9,3.9336111111111114,1.3862943611198906,4.787491742782046,0.24791666666666667,0.25,0,0,0,4,2,3,2,1,1,Early-Midday
6,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,No Work
6,0,0,4,143,2,20,23,134.3,0,0,0,12.0,5.72,8,28.6,16,5.6802777777777775,1.6094379124341003,4.969813299576001,0.29791666666666666,0.3333333333333333,0,1,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,4,151,3,16,23,135.1,0,0,0,12.0,6.04,12,30.2,16,6.333611111111111,1.6094379124341003,5.0238805208462765,0.3145833333333333,0.3333333333333333,0,0,0,4,2,3,2,2,2,Afternoon-Evening
4,0,0,2,170,1,16,23,77.0,0,0,0,12.0,3.4,2,56.666666666666664,4,8.027777777777779,1.0986122886681098,5.14166355650266,0.3541666666666667,0.16666666666666666,0,0,1,4,2,3,2,2,2,Afternoon-Evening
5,0,0,4,40,0,20,23,124.0,0,0,0,12.0,1.6,0,8.0,16,0.4444444444444444,1.6094379124341003,3.713572066704308,0.08333333333333333,0.3333333333333333,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,10,432,4,2,8,343.2,1,1,0,12.0,43.2,40,39.27272727272727,100,51.84,2.3978952727983707,6.07073772800249,0.9,0.8333333333333334,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,6,300,3,11,20,210.0,1,0,0,12.0,18.0,18,42.857142857142854,36,25.0,1.9459101490553132,5.707110264748875,0.625,0.5,0,0,0,3,2,2,1,1,1,Early-Midday
2,0,0,9,412,3,2,6,311.2,1,1,0,12.0,37.08,27,41.2,81,47.151111111111106,2.302585092994046,6.023447592961033,0.8583333333333333,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,3,109,1,20,23,100.9,0,0,0,12.0,3.27,3,27.25,9,3.3002777777777776,1.3862943611198906,4.700480365792417,0.22708333333333333,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
6,0,0,7,209,2,11,16,230.9,1,0,0,12.0,14.63,14,26.125,49,12.133611111111112,2.0794415416798357,5.3471075307174685,0.4354166666666667,0.5833333333333334,0,1,0,3,2,2,1,1,1,Early-Midday
4,0,0,5,96,1,18,23,159.6,0,0,0,12.0,4.8,5,16.0,25,2.5600000000000005,1.791759469228055,4.574710978503383,0.2,0.4166666666666667,0,0,1,5,3,4,2,2,2,Afternoon-Evening
6,0,0,6,106,1,14,19,190.6,0,0,0,12.0,6.36,6,15.142857142857142,36,3.121111111111111,1.9459101490553132,4.672828834461906,0.22083333333333333,0.5,0,1,0,4,2,3,2,1,1,Early-Midday
3,0,0,11,299,7,1,11,359.9,1,1,0,12.0,32.89,77,24.916666666666668,121,24.83361111111111,2.4849066497880004,5.703782474656201,0.6229166666666667,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,8,423,6,6,13,282.3,1,1,0,12.0,33.84,48,47.0,64,49.7025,2.1972245773362196,6.049733455231958,0.88125,0.6666666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,176,1,13,21,167.6,0,0,0,12.0,8.8,5,29.333333333333332,25,8.604444444444443,1.791759469228055,5.176149732573829,0.36666666666666664,0.4166666666666667,0,0,1,4,2,3,2,1,1,Early-Midday
5,0,0,5,81,3,13,18,158.1,0,0,0,12.0,4.05,15,13.5,25,1.8225000000000002,1.791759469228055,4.406719247264253,0.16875,0.4166666666666667,0,0,0,4,2,3,2,1,1,Early-Midday
3,0,0,4,295,4,10,15,149.5,1,0,0,12.0,11.8,16,59.0,16,24.173611111111114,1.6094379124341003,5.69035945432406,0.6145833333333334,0.3333333333333333,0,0,0,2,1,2,1,1,1,Early-Midday
3,0,0,5,133,0,15,23,163.3,0,0,0,12.0,6.65,0,22.166666666666668,25,4.913611111111112,1.791759469228055,4.897839799950911,0.27708333333333335,0.4166666666666667,0,0,0,4,2,3,2,2,2,Afternoon-Evening
2,0,0,11,317,5,4,10,361.7,1,1,0,12.0,34.87,55,26.416666666666668,121,27.91361111111111,2.4849066497880004,5.762051382780177,0.6604166666666667,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
5,0,1,0,0,1,0,0,0.0,0,0,2,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
4,0,0,3,140,0,20,23,104.0,0,0,0,12.0,4.2,0,35.0,9,5.4444444444444455,1.3862943611198906,4.948759890378168,0.2916666666666667,0.25,0,0,1,5,3,4,2,2,2,Afternoon-Evening
